System,Utterance,H:overall,S3_pyr,S3_resp,ROUGE_WE_1,ROUGE_WE_2,JS_1,JS_2,ROUGE_L,ROUGE_1,ROUGE_2,BLEU,Chrfpp,BERTScore,MoverScore
94,M7,1.6666666666666667,0.06381360741818809,0.2572531931637393,0.2542372881355932,0.1111111111111111,-0.616200189600501,-0.6931471805599454,0.1864406779661017,0.22033898305084748,0.0,3.595661140581813,0.17961383532566502,0.5521650314331055,0.09906763562346263
95,M0,2.0,0.3395453449860274,0.3896484875100913,0.4,0.3333333333333333,-0.55104265053077,-0.6766937450233337,0.34,0.4,0.06666666666666667,15.396503757846457,0.12306661254142805,0.6971055269241333,0.2942291277145658
95,M1,1.0,0.16493605161824676,0.3405521351606817,0.3,0.19999999999999998,-0.6557576435038756,-0.6545205760264703,0.26,0.3,0.1111111111111111,37.70063804549471,0.11339477801788912,0.6109323501586914,0.1647944773925015
95,M2,2.0,0.1663324379263842,0.3040071560497346,0.26,0.17777777777777778,-0.551221891674473,-0.6931471805599452,0.24,0.26,0.0,6.082317172853824,0.14381171917122826,0.6682381629943848,0.23826094179001425
95,M3,2.3333333333333335,0.18164227383521347,0.3815176665065241,0.16,0.06666666666666667,-0.5115416439174008,-0.6931471805599452,0.14,0.26,0.04444444444444444,21.3643503198117,0.16626669796191787,0.6298174262046814,0.22063522992561593
95,M4,1.3333333333333333,0.2696282213212938,0.38853717552704115,0.32,0.2,-0.5640572066701623,-0.6622345206384731,0.2,0.38,0.06666666666666667,10.04916995660316,0.22859730422290062,0.6220375299453735,0.17171352573751025
95,M5,2.0,0.25220837968031995,0.3481175142748838,0.32,0.26666666666666666,-0.5569244715291726,-0.6931471805599452,0.32,0.32,0.044444444444444446,10.04916995660316,0.11549057119694574,0.6800095438957214,0.25997857834768495
95,M6,1.0,0.15357707292178424,0.3020315313335721,0.3,0.24444444444444444,-0.6931471805599453,-0.6931471805599452,0.24,0.3,0.06666666666666667,10.04916995660316,0.13795797600881293,0.5874325037002563,0.11841758752843845
95,M7,3.0,0.32494823101433923,0.40742560816440565,0.24,0.24444444444444444,-0.43287483940022364,-0.6345771815956196,0.22,0.3,0.044444444444444446,9.287528999566801,0.33767290108985903,0.717276930809021,0.3202974102169789
96,M0,1.0,0.038086408446338704,0.24993385000720425,0.2241379310344828,0.11320754716981132,-0.6931471805599453,-0.6931471805599454,0.20689655172413793,0.2241379310344828,0.018867924528301886,5.653041175801492,0.19791577746750091,0.5834197998046875,0.16630937336797705
96,M1,2.3333333333333335,-0.05643256967057142,0.2246889082065554,0.10344827586206896,0.0,-0.6692778992488898,-0.6931471805599452,0.10344827586206896,0.10344827586206896,0.0,5.868924818816531,0.09038830303771767,0.612101674079895,0.13973741023432826
96,M2,1.6666666666666667,0.059427246935944256,0.26979498051367723,0.25862068965517243,0.11320754716981132,-0.6931471805599453,-0.6931471805599452,0.1896551724137931,0.25862068965517243,0.03773584905660377,8.493098745313148,0.2732156971892818,0.6391701102256775,0.28026875661189454
96,M3,1.3333333333333333,0.11315445094998766,0.27915537463400875,0.2413793103448276,0.22641509433962265,-0.6931471805599453,-0.6931471805599452,0.20689655172413796,0.2413793103448276,0.05660377358490566,8.493098745313148,0.16810552739674028,0.6018796563148499,0.22736012520970936
96,M4,1.3333333333333333,-0.07536178477655908,0.21191880041430333,0.08620689655172414,0.0,-0.6931471805599453,-0.6931471805599452,0.08620689655172414,0.08620689655172414,0.0,4.935157841536379,0.11020921266783885,0.558447003364563,0.09696071366880901
