System,Utterance,H:pyr,bert_f_score,bert_precision_score,bert_recall_score,js-2,mover_score,rouge_1_f_score,rouge_1_precision,rouge_1_recall,rouge_2_f_score,rouge_2_precision,rouge_2_recall,rouge_l_f_score,rouge_l_precision,rouge_l_recall
6,M3,0.2,0.2109386920928955,0.2131875455379486,0.20612651109695435,-0.6579739934891111,0.24788423597888087,0.29545,0.325,0.27083,0.04651,0.05128,0.04255,0.27273,0.3,0.25
6,M4,0.5,0.1914236694574356,0.15133948624134064,0.22946806252002716,-0.6311599346001433,0.2701502860004463,0.43637,0.3871,0.5,0.07407,0.06557,0.08511,0.38182,0.33871,0.4375
6,M5,0.3,0.1986585557460785,0.13757263123989105,0.25855693221092224,-0.6338026045919651,0.2546220454792888,0.42735,0.36232,0.52083,0.06956,0.05882,0.08511,0.20513,0.17391,0.25
6,M6,0.5,0.09681370109319687,0.0290109571069479,0.1634666472673416,-0.6615157831093328,0.20549917854263433,0.3038,0.21818,0.5,0.03846,0.02752,0.06383,0.26582,0.19091,0.4375
6,M7,0.8,0.2304321825504303,0.14403174817562103,0.31722426414489746,-0.5736306547477823,0.2436813619728322,0.38666,0.28431,0.60417,0.13514,0.09901,0.21277,0.38666,0.28431,0.60417
6,M8,0.7,0.21152670681476593,0.1758323609828949,0.24511860311031342,-0.6483571822224876,0.2288484171481444,0.38096,0.35088,0.41667,0.05825,0.05357,0.06383,0.32381,0.29825,0.35417
6,M9,0.4,0.17769980430603027,0.11481525748968124,0.23942045867443085,-0.6366235397606584,0.2572932216683923,0.38095,0.30769,0.5,0.06452,0.05195,0.08511,0.33333,0.26923,0.4375
6,M10,0.3,0.15827800333499908,0.1095203384757042,0.20518983900547028,-0.6632871816683068,0.25725964700563186,0.39252,0.35593,0.4375,0.03809,0.03448,0.04255,0.33645,0.30508,0.375
6,M11,0.3,0.20321716368198395,0.271444708108902,0.13423486053943634,-0.5761131441359848,0.2655341402729945,0.4,0.35484,0.45833,0.14815,0.13115,0.17021,0.36364,0.32258,0.41667
6,M12,0.1,0.14324849843978882,0.08716694265604019,0.19774076342582703,-0.6531704926835832,0.22289471177401032,0.32758,0.27941,0.39583,0.05263,0.04478,0.06383,0.31035,0.26471,0.375
6,M13,0.3,0.16134628653526306,0.08445722609758377,0.2378060668706894,-0.6693257739370302,0.2266431089969838,0.33334,0.25556,0.47917,0.02941,0.02247,0.04255,0.30434,0.23333,0.4375
6,M14,0.2,0.13071301579475403,0.04833414405584335,0.2129286229610443,-0.6571483097706883,0.22914838685176564,0.33577,0.25843,0.47917,0.04444,0.03409,0.06383,0.29197,0.22472,0.41667
6,M15,0.5,0.18865488469600677,0.11522666364908218,0.26152539253234863,-0.6037254852558779,0.2654238640633182,0.40945,0.32911,0.54167,0.112,0.08974,0.14894,0.37795,0.3038,0.5
6,M16,0.5,0.10535245388746262,-0.004674793221056461,0.21734699606895447,-0.663000955963104,0.20516973919640002,0.3077,0.21488,0.54167,0.03593,0.025,0.06383,0.26036,0.18182,0.45833
6,M17,0.2,0.18218708038330078,0.0868319422006607,0.278460294008255,-0.6695004313372672,0.2379335062625918,0.35972,0.27473,0.52083,0.02919,0.02222,0.04255,0.30216,0.23077,0.4375
6,M18,0.5,0.15063169598579407,0.05081745982170105,0.25163596868515015,-0.6387313093027289,0.241218359253627,0.39394,0.30952,0.54167,0.06154,0.04819,0.08511,0.36363,0.28571,0.5
6,M19,0.5,0.1352931708097458,0.05560014769434929,0.21465905010700226,-0.6695004313372672,0.23797378084810872,0.35972,0.27473,0.52083,0.02919,0.02222,0.04255,0.30216,0.23077,0.4375
6,M20,0.1,0.1671815812587738,0.07923730462789536,0.2554498314857483,-0.6695004313372672,0.24219500306118602,0.35972,0.27473,0.52083,0.02919,0.02222,0.04255,0.30216,0.23077,0.4375
6,M21,0.5,0.18865488469600677,0.11522666364908218,0.26152539253234863,-0.6037254852558779,0.26557517919876406,0.40945,0.32911,0.54167,0.112,0.08974,0.14894,0.37795,0.3038,0.5
6,M22,0.5,0.18778610229492188,0.12851029634475708,0.24575459957122803,-0.6037254852558779,0.257829370920178,0.40945,0.32911,0.54167,0.112,0.08974,0.14894,0.37795,0.3038,0.5
6,M23,0.5,0.18865488469600677,0.11522666364908218,0.26152539253234863,-0.6037254852558779,0.26560096683154755,0.40945,0.32911,0.54167,0.112,0.08974,0.14894,0.37795,0.3038,0.5
6,M24,0.5,0.09681370109319687,0.0290109571069479,0.1634666472673416,-0.6615157831093328,0.20549917854263433,0.3038,0.21818,0.5,0.03846,0.02752,0.06383,0.26582,0.19091,0.4375
