System,Utterance,H:pyr,H:resp,S3_pyr,S3_resp,ROUGE_WE_1,ROUGE_WE_2,JS_1,JS_2,ROUGE_L,ROUGE_1,ROUGE_2,BLEU,Chrfpp,BERTScore,MoverScore
0,M0,0.263,0.4,0.266697601627103,0.4075087727135487,0.3401015228426396,0.16666666666666666,-0.4992531921819918,-0.6277602670777052,0.19289340101522842,0.34517766497461927,0.09743589743589745,11.887466234966961,0.3629527936956369,0.5867440700531006,0.1459670477137466
0,M1,0.316,0.4,0.3877888807511102,0.48321103437936275,0.4035532994923858,0.23846153846153847,-0.4548261902637369,-0.5967265865142969,0.22842639593908629,0.41624365482233505,0.13846153846153847,23.96426132339296,0.4199074997199615,0.6197274923324585,0.1475295248138907
0,M2,0.263,0.4,0.4569641278651245,0.5442563273113831,0.43908629441624364,0.2641025641025641,-0.4288383863992602,-0.5668049476730488,0.30456852791878175,0.45685279187817257,0.1794871794871795,36.476663607874556,0.5317327593445093,0.6358166933059692,0.2110527712300114
0,M3,0.289,0.4,0.36085509600685073,0.468621768189491,0.4086294416243655,0.24615384615384617,-0.4837977331363549,-0.593333955562812,0.22842639593908629,0.40101522842639586,0.14871794871794872,30.983068771767325,0.4113807710023932,0.5869457721710205,0.11999071514747128
0,M4,0.342,0.4,0.31528633251439553,0.433799703761071,0.36548223350253806,0.20512820512820512,-0.48985583506825414,-0.6114633933764007,0.21065989847715738,0.3756345177664974,0.11282051282051282,11.968041760808797,0.42453942894638086,0.5881332159042358,0.14468899366165994
0,M5,0.053,0.2,0.17145527195141785,0.35112694314750525,0.27918781725888325,0.1076923076923077,-0.5641092238153774,-0.6558747137733945,0.16243654822335024,0.30710659898477155,0.05897435897435897,2.5902751425147916,0.33500226466673916,0.5309069156646729,0.035483154029642916
0,M6,0.342,0.4,0.5691812455070213,0.6313611187278213,0.4644670050761421,0.34102564102564104,-0.3798610217504446,-0.528192151275034,0.3248730964467005,0.49238578680203043,0.2282051282051282,42.419193532813686,0.5584661048821972,0.6669865846633911,0.24358697746897903
0,M7,0.342,0.4,0.23139396284361446,0.37042671330529287,0.3426395939086294,0.1564102564102564,-0.5357064766641422,-0.6550821331553252,0.15736040609137056,0.350253807106599,0.06153846153846154,7.955734605143863,0.36114947496799243,0.5546343326568604,0.10177318593642565
0,M8,0.237,0.4,0.34491134649257116,0.44578248398601683,0.38071065989847713,0.23076923076923078,-0.46170039094416704,-0.6003874420491375,0.22081218274111675,0.3781725888324874,0.11538461538461539,10.562507811763746,0.40303377144036,0.5835162401199341,0.11002654900962933
0,M9,0.105,0.2,0.1503596160813565,0.3369802684076364,0.26649746192893403,0.12307692307692307,-0.5702375130239724,-0.6356015380170907,0.1751269035532995,0.26903553299492383,0.07179487179487179,4.037167338162413,0.342686084901936,0.5148890018463135,-0.009160477339145628
0,M10,0.342,0.4,0.3454500264114885,0.45236425952133974,0.39340101522842646,0.21025641025641026,-0.4679019225034035,-0.6048986696072597,0.23857868020304568,0.39847715736040606,0.11794871794871795,17.84779505266772,0.46755037034730934,0.61589115858078,0.16198715467616337
0,M11,0.421,0.4,0.4984824538824615,0.5715946129908474,0.4593908629441624,0.30512820512820515,-0.4144911817210385,-0.5496639464421732,0.2614213197969543,0.46954314720812185,0.1974358974358974,32.88583338540453,0.45407033257023455,0.6360533237457275,0.19473124728672558
