System,Utterance,H:pyr,H:resp,S3_pyr,S3_resp,ROUGE_WE_1,ROUGE_WE_2,JS_1,JS_2,ROUGE_L,ROUGE_1,ROUGE_2,BLEU,Chrfpp,BERTScore,MoverScore
0,M0,0.364,0.3,0.198628415523744,0.33846841335797384,0.2756892230576441,0.1670886075949367,-0.5355965057031031,-0.6707854887959067,0.13784461152882205,0.2907268170426065,0.030379746835443033,4.66148963484769,0.3302444032818377,0.5692423582077026,0.1181203685409038
0,M1,0.659,0.2,0.6846236400706122,0.7517973406883186,0.543859649122807,0.3848101265822785,-0.32303690425024634,-0.4756702774834644,0.24812030075187969,0.5513784461152882,0.3037974683544304,95.3844254245331,0.9830409929982631,0.6893284916877747,0.31894181007768646
0,M2,0.432,0.5,0.31631641637362307,0.4198806049418652,0.3609022556390977,0.1949367088607595,-0.4471974000486101,-0.6295314420160946,0.18045112781954886,0.3609022556390977,0.07848101265822785,16.612392499976774,0.35041348980156467,0.6142257452011108,0.1761255116784231
0,M3,0.455,0.3,0.279674814986009,0.4039452151826287,0.3483709273182957,0.13670886075949368,-0.4541389386708149,-0.6486706464646281,0.15288220551378445,0.3609022556390977,0.05569620253164557,6.315440589517221,0.34695134424703417,0.5841997861862183,0.11992761034034244
0,M4,0.318,0.3,0.24279045847649938,0.38985981977030304,0.3057644110275689,0.15949367088607594,-0.4976783928759432,-0.6283844360826363,0.13283208020050125,0.3132832080200501,0.08354430379746836,10.778646810919186,0.31647999540488186,0.5698788166046143,0.10693826957167898
0,M5,0.136,0.2,0.23886974393969873,0.37099156413401246,0.3308270676691729,0.13924050632911392,-0.4965534319101922,-0.665804082626092,0.15288220551378445,0.3433583959899749,0.0379746835443038,10.2184459537574,0.36055604952435183,0.5694743990898132,0.0714668681280298
0,M6,0.205,0.2,0.28804061570190875,0.40933030959443706,0.3433583959899749,0.18734177215189873,-0.49281080792213927,-0.6285423904254712,0.16541353383458646,0.3583959899749373,0.08607594936708861,15.127802510028369,0.4263278358217662,0.5767219066619873,0.11554602587234913
0,M7,0.477,0.2,0.3551545129662286,0.4872444073127994,0.3208020050125313,0.21265822784810126,-0.43646711617997824,-0.5736720176286989,0.19548872180451127,0.3458646616541353,0.1569620253164557,29.123779105983157,0.29761508864446073,0.6064786911010742,0.17159250792150857
0,M8,0.091,0.1,0.15871988282783456,0.3303338897479695,0.2706766917293233,0.13164556962025317,-0.577389417452949,-0.6678908851963141,0.14285714285714285,0.2882205513784461,0.04556962025316456,5.086708782022979,0.3134473871052293,0.5108510255813599,0.02312805203316623
0,M9,0.318,0.2,0.2987354469581097,0.41965277289202185,0.3508771929824561,0.16962025316455695,-0.4714206808406427,-0.6297745250630207,0.18295739348370924,0.3684210526315789,0.08354430379746836,12.862697232861152,0.3882590142815772,0.5811418890953064,0.13366530287723183
0,M10,0.341,0.2,0.29313830303404065,0.4155729178797605,0.3508771929824561,0.17468354430379746,-0.4781293971153613,-0.6253960252909094,0.17794486215538846,0.3634085213032581,0.08607594936708861,13.858399160725709,0.37412003122069787,0.5948429107666016,0.13408940890518067
0,M11,0.273,0.3,0.32043010430243746,0.4326952399203946,0.3583959899749373,0.20253164556962025,-0.47868961084269135,-0.622768762767912,0.15288220551378445,0.3759398496240601,0.10126582278481013,19.973099676911218,0.430286042684823,0.5911713242530823,0.1378283932535525
0,M12,0.318,0.2,0.234040660251585,0.37697850018044166,0.3609022556390977,0.1518987341772152,-0.5384873596359444,-0.6434131791664717,0.18045112781954886,0.3609022556390977,0.07341772151898734,13.217789551936477,0.30420596669817757,0.5518341064453125,0.0948119106897082
0,M13,0.318,0.1,0.3589789303287487,0.4591389041666043,0.38596491228070173,0.2379746835443038,-0.4767273148995539,-0.6074215069946962,0.19298245614035087,0.3984962406015038,0.12658227848101267,26.37068315871089,0.3522624251666319,0.6025093793869019,0.16232955976175337
0,M14,0.227,0.3,0.25290934827141975,0.3873040240233804,0.3007518796992481,0.1620253164556962,-0.48774957073055314,-0.6456314196336089,0.16791979949874686,0.3208020050125313,0.06329113924050633,15.11009990466207,0.37515638263672657,0.6026169657707214,0.1409374756719686
0,M15,0.25,0.3,0.22971043825760917,0.3644462497978277,0.3433583959899749,0.1569620253164557,-0.4952669066548375,-0.6537649532827678,0.14786967418546365,0.3208020050125313,0.053164556962025315,6.978216467799888,0.3330352356683215,0.5597341656684875,0.10742346787001258
0,M16,0.114,0.4,0.20053701894296783,0.3560090092215713,0.2907268170426065,0.14430379746835442,-0.5113601027809986,-0.6430885350307443,0.15789473684210525,0.2857142857142857,0.05822784810126582,11.08310059949546,0.34769595475253845,0.5770673155784607,0.03846842558549268
0,M17,0.341,0.4,0.35482390454586854,0.4553295693655518,0.3759398496240601,0.21012658227848102,-0.45396970084752586,-0.609882099125759,0.21052631578947367,0.39598997493734334,0.10886075949367088,22.556528990603272,0.4401044591942147,0.6135914325714111,0.14973394147858082
0,M18,0.273,0.3,0.31158802664361507,0.42662065820956097,0.3533834586466165,0.18227848101265823,-0.46605334851566294,-0.626152289069466,0.18295739348370926,0.37092731829573933,0.08860759493670886,15.870435467302524,0.3933875903009113,0.6118522882461548,0.15899870929799978
0,M19,0.545,0.2,0.4336236594247914,0.5372831357161735,0.37844611528822053,0.24810126582278483,-0.4326932591629765,-0.5654751578101119,0.20050125313283207,0.42355889724310775,0.17721518987341772,32.086193793362746,0.33139886770985993,0.6201233863830566,0.19860642044410173
0,M20,0.295,0.3,0.2697109464273114,0.4047859532659184,0.3333333333333333,0.1341772151898734,-0.46909537899849896,-0.6444785483693756,0.17293233082706766,0.3533834586466165,0.06582278481012659,11.681379658898708,0.34799703960591455,0.5856635570526123,0.12951706916690295
0,M21,0.432,0.1,0.408931385105753,0.5194675286811536,0.38095238095238093,0.24556962025316456,-0.4318715610504777,-0.5631601954589767,0.2606516290726817,0.39849624060150374,0.17468354430379746,33.98355534818646,0.36280761316617205,0.6115148663520813,0.179459865455809
0,M22,0.477,0.5,0.4182260493942864,0.5256407966303955,0.38345864661654133,0.25063291139240507,-0.41886606189425346,-0.5642103292936167,0.2656641604010025,0.39598997493734334,0.17721518987341772,33.740920217788734,0.3448941663559876,0.6129200458526611,0.18578236831585226
0,M23,0.568,0.4,0.36848564908925274,0.49622361513952284,0.3533834586466165,0.21772151898734174,-0.4325521672730941,-0.5726847266101321,0.24060150375939848,0.36340852130325807,0.16455696202531644,30.72685180729636,0.32874324284417744,0.6159539222717285,0.19989461198289565
0,M24,0.159,0.4,0.1650843766177349,0.32580465998608477,0.2982456140350877,0.13670886075949368,-0.5594071994344139,-0.6716375118254614,0.14536340852130325,0.2932330827067669,0.035443037974683546,5.932479863684881,0.33310408335679403,0.5371116399765015,0.06166389175764586
0,M25,0.114,0.2,0.293414801623487,0.41374538358689716,0.3082706766917293,0.18481012658227847,-0.46629113724815435,-0.6376127550621077,0.14786967418546365,0.3358395989974937,0.07848101265822785,12.137112660741993,0.37190685366644416,0.5671746134757996,0.09308516436954778
0,M26,0.091,0.4,0.22278558292861406,0.3671988200899857,0.2982456140350877,0.1569620253164557,-0.5235094476002072,-0.6541574380172317,0.14536340852130325,0.3157894736842105,0.05822784810126582,13.004933216249066,0.38183682011932246,0.5651887655258179,0.08614105375006126
0,M27,0.0,0.1,0.03816835804757701,0.2712962150108156,0.21553884711779447,0.06075949367088608,-0.6332855986747166,-0.6827523295593934,0.11278195488721804,0.20551378446115287,0.03037974683544304,6.566998107978272,0.25813565403417466,0.4745631515979767,-0.05115213972208349
0,M28,0.318,0.4,0.22971043825760917,0.3644462497978277,0.3433583959899749,0.1569620253164557,-0.4952669066548375,-0.6537649532827678,0.14786967418546365,0.3208020050125313,0.053164556962025315,6.978216467799888,0.3330352356683215,0.5597341656684875,0.10742346787001258
0,M29,0.386,0.1,0.2656416650610224,0.3920002337800137,0.3333333333333333,0.1569620253164557,-0.4835895272177968,-0.6564111989147947,0.14285714285714285,0.3483709273182957,0.05822784810126582,4.962308235141419,0.32289222586022126,0.5592052340507507,0.11389785151635981
0,M30,0.045,0.1,0.1362408726021691,0.31074821244569706,0.2481203007518797,0.13924050632911392,-0.5874344445371535,-0.6744456525036597,0.15538847117794485,0.2581453634085213,0.035443037974683546,5.555674636772586,0.27933600053279584,0.5404200553894043,0.05451622662406064
0,M31,0.5,0.3,0.4280140378118188,0.5331429781002494,0.38596491228070173,0.24050632911392406,-0.4178361714160074,-0.5714997357155627,0.2581453634085213,0.41353383458646614,0.17468354430379746,34.00054820188551,0.3557180835944861,0.6171388030052185,0.16882444564566138
