System,Utterance,H:mlqe,XBERTScore,XMoverScore (UMD),XMoverScore (CLP),Unsupervised XMoverScore,Unsupervised ContrastScore,Unsupervised XmoverScore + ContrastScore,Fine-tuned XMoverScore,Fine-tuned ContrastScore,Fine-tuned XMoverScore + ContrastScore
10,si-en,-0.10164828152275818,0.583841860294342,-1.9940881564422779,-1.9940881564422779,-1.8047474267656742,0.8167414665222168,-0.7561517953872681,-1.1729015012462813,0.8774163126945496,-0.35277435183525085
11,en-de,0.30816431691398494,0.8915032148361206,-0.6698597149822716,-0.6698597149822716,-0.9736312316471614,0.9603275656700134,-0.20004770159721375,-0.5148453091844154,0.9869556427001953,0.08587509393692017
11,en-zh,0.2510549004779825,0.2663145959377289,-1.435184629716491,-1.435184629716491,-1.2628357821103635,0.7813840508460999,-0.445147842168808,-1.0822785512640603,0.8343452215194702,-0.3156290650367737
11,ru-en,0.6055550697317401,0.5915307998657227,-1.3130556125404365,-1.3130556125404365,-1.1883804671140734,0.9491703510284424,-0.33336010575294495,-0.8950411607236315,0.9168276786804199,-0.17029359936714172
11,ro-en,0.9153548775976271,0.8532229661941528,-0.9754804931875467,-0.9754804931875467,-0.9905168768323472,0.9402782320976257,-0.21819880604743958,-0.7568925036540188,0.9580996036529541,-0.07089567184448242
11,et-en,0.19988068342945042,0.3447350263595581,-1.5512277141536905,-1.5512277141536905,-1.3370488279229225,0.8675263524055481,-0.45521873235702515,-0.9355611270160193,0.8522801995277405,-0.220424622297287
11,ne-en,0.998833471260211,0.6134107708930969,-1.8312130583591375,-1.8312130583591375,-1.6665132801695162,0.8415945172309875,-0.663270115852356,-1.331904658898679,0.8513603806495667,-0.45859861373901367
11,si-en,-0.47482101094669593,0.6498094797134399,-2.149126956242616,-2.149126956242616,-1.916432815788799,0.47717249393463135,-0.9589906930923462,-1.5792353662397396,0.7982128858566284,-0.62825608253479
12,en-de,-0.4836587392067495,0.5258929133415222,-1.1849797434968954,-1.1849797434968954,-1.2575531708009138,0.6205702424049377,-0.5063037872314453,-1.011558621723675,0.7500727772712708,-0.3069060146808624
12,en-zh,-0.26104115594443744,0.47830742597579956,-1.2644870529890326,-1.2644870529890326,-1.1591814557084512,0.8350510597229004,-0.3614884614944458,-0.9474153916717294,0.8948595523834229,-0.2105054259300232
12,ru-en,0.774861555452116,0.3482581079006195,-1.5327141752648592,-1.5327141752648592,-1.6119288920754355,0.8867287039756775,-0.6124658584594727,-1.4844940604207215,0.868905782699585,-0.5431341528892517
12,ro-en,-0.9566017624937336,0.698720395565033,-1.2509901342482646,-1.2509901342482646,-1.1661036823633353,0.8019170165061951,-0.3788954019546509,-0.9590277904568605,0.8844416737556458,-0.22164002060890198
12,et-en,-1.2281992034848674,0.22664578258991241,-1.6085355439137028,-1.6085355439137028,-1.5379475754706253,0.659223735332489,-0.6590790748596191,-1.2787648320946992,0.7985002994537354,-0.4478587508201599
12,ne-en,-0.6127697948016445,0.6850186586380005,-1.5539010862760847,-1.5539010862760847,-1.6520362300974705,0.9382902383804321,-0.6159056425094604,-1.6130725389519627,0.806318998336792,-0.6453158855438232
12,si-en,-1.2737471754202498,0.49119317531585693,-2.2646954143473446,-2.2646954143473446,-2.0608772373544735,0.49599093198776245,-1.0381300449371338,-1.847177733218715,0.8115496039390564,-0.7836867570877075
13,en-de,0.6079840308974206,0.6659186482429504,-1.2141937266727942,-1.2141937266727942,-1.2722465630221367,0.8375657200813293,-0.42832162976264954,-0.8953473759718603,0.9375426173210144,-0.16219139099121094
13,en-zh,-0.6775700759058357,0.3674316704273224,-1.565409401163083,-1.565409401163083,-1.4138682074512456,0.5289861559867859,-0.636726438999176,-1.2683761986854738,0.7806515097618103,-0.4487651288509369
13,ru-en,-1.7189114633473574,0.22538432478904724,-1.56043307598655,-1.56043307598655,-1.437981083715972,0.5423953533172607,-0.645830512046814,-1.3419366784320963,0.6605770587921143,-0.540931224822998
13,ro-en,0.35199037504990843,0.6625624895095825,-1.5076605250955344,-1.5076605250955344,-1.3568226174320683,0.7068484425544739,-0.5313541889190674,-1.1645208485812755,0.8181307315826416,-0.3714602291584015
13,et-en,0.9039988790588813,0.6569424271583557,-1.399179790089661,-1.399179790089661,-1.1750838109197614,0.9138373136520386,-0.33951535820961,-0.7930861437499251,0.9388304948806763,-0.10031947493553162
13,ne-en,-0.38329698075129665,0.514055073261261,-1.7366747784240881,-1.7366747784240881,-1.5330109345822212,0.5478587746620178,-0.7006630301475525,-1.3944845930380354,0.5250260829925537,-0.6266803741455078
13,si-en,-0.8259049310752925,0.547016441822052,-2.2689474005995223,-2.2689474005995223,-2.054223805685749,0.3659079074859619,-1.0861711502075195,-1.777891608354932,0.7792771458625793,-0.7550240755081177
14,en-de,0.606062805642682,0.40029504895210266,-1.2115194184910152,-1.2115194184910152,-1.1662770248471699,0.9095466136932373,-0.33594757318496704,-1.046120455721548,0.9316913485527039,-0.2549957036972046
14,en-zh,-1.5968287343826937,0.24107626080513,-1.452606548985833,-1.452606548985833,-1.3775342288609673,0.8441713452339172,-0.48885202407836914,-1.1237638940802814,0.8210629224777222,-0.3458331823348999
14,ru-en,0.29633683095516977,0.6380531191825867,-1.3165520229694023,-1.3165520229694023,-1.1506338409402177,0.8716422915458679,-0.34172335267066956,-0.9736511999193963,0.8376898169517517,-0.2491147816181183
14,ro-en,-0.011330553319423795,0.8191114068031311,-1.210548713650376,-1.210548713650376,-1.1229220269118565,0.9322687983512878,-0.3008456826210022,-0.8186476700833173,0.9404876828193665,-0.11499354243278503
14,et-en,0.07688360893113157,0.5114595890045166,-1.4437979622338546,-1.4437979622338546,-1.30758457696053,0.8899030685424805,-0.42858949303627014,-1.058384278770065,0.9432971477508545,-0.2577117085456848
14,ne-en,-1.2954550285287847,0.5509741902351379,-1.7084290792410042,-1.7084290792410042,-1.493357005248158,0.24396242201328278,-0.7984292507171631,-1.3368537309375679,0.4099232852458954,-0.6381428837776184
14,si-en,1.2497039513910095,0.7299802899360657,-2.028663745107341,-2.028663745107341,-1.828523525483214,0.8160223960876465,-0.7707051038742065,-1.1654031438903374,0.9278290867805481,-0.3281102478504181
15,en-de,-0.5930537202394487,0.5732401609420776,-1.3583629309186769,-1.3583629309186769,-1.4281373639097026,0.9180715084075928,-0.4896537959575653,-1.094788823167414,0.9048776626586914,-0.29492220282554626
15,en-zh,0.1645308969210534,0.4216924011707306,-1.3813896656231772,-1.3813896656231772,-1.3655755195936097,0.8593974709510803,-0.47558629512786865,-1.0275943442807585,0.8394883275032043,-0.2807612419128418
15,ru-en,0.4784468729466947,0.5727915167808533,-1.537053317977789,-1.537053317977789,-1.2747495547223655,0.551717221736908,-0.5441628098487854,-1.08067244694494,0.7937236428260803,-0.3309139907360077
15,ro-en,0.16588921548289837,0.7770494818687439,-1.3392860370167783,-1.3392860370167783,-1.261152432576456,0.7574968934059143,-0.4536927044391632,-1.0942111006619681,0.8863173723220825,-0.3019997179508209
15,et-en,-1.0054546400846613,0.4456043541431427,-1.6193081596833103,-1.6193081596833103,-1.5549189798071787,0.8087531328201294,-0.609450101852417,-1.2861642434609672,0.8393333554267883,-0.4359651803970337
15,ne-en,-0.08597971785976843,0.5421922206878662,-1.7254036195961073,-1.7254036195961073,-1.5520539028238556,0.4952600300312042,-0.7331283092498779,-1.4072046872547532,0.6407472491264343,-0.5880239009857178
15,si-en,-1.0063598190356469,0.5163564085960388,-2.1400423595951072,-2.1400423595951072,-1.888390100399529,0.08690235763788223,-1.0982731580734253,-1.7215985336203685,0.5474349856376648,-0.8139851093292236
16,en-de,0.5429825915433986,0.6181396842002869,-1.33537494391642,-1.33537494391642,-1.448276969736797,0.8493754267692566,-0.5292159914970398,-1.113085410371593,0.9358000755310059,-0.29353123903274536
16,en-zh,-1.505828397678527,0.35191842913627625,-1.53097606181549,-1.53097606181549,-1.3663365333225852,0.8158940672874451,-0.4934442937374115,-1.076157208896924,0.8859987258911133,-0.29129481315612793
16,ru-en,0.3067463894151769,0.6062129735946655,-1.2799852620624437,-1.2799852620624437,-1.0541836536520215,0.9286462068557739,-0.2610516846179962,-0.8999266461921792,0.9314224720001221,-0.1673869788646698
16,ro-en,0.8766806894805076,0.8353682160377502,-1.1824829462835944,-1.1824829462835944,-1.0014393259813539,0.9330163598060608,-0.2276570200920105,-0.693949806040945,0.9389384984970093,-0.0407944917678833
